"","RIN","offserv","latitude","longitude","Geolocation","officer_injury","subject_injury","subject_death","officer_used_weapon","officer_used_firearm","date","day","dayofweek","mon","yr","male","race","contact","command","org"
"1519",165662,2,3112813,10071260,"500 W 6TH ST",0,0,0,1,0,2015-08-16,16,"Sun","Aug",2015,1,0,5,10,1
"1520",160906,10,3115070,10070567,"600 SAN JACINTO BLVD",0,0,0,1,1,2015-05-28,28,"Thu","May",2015,1,3,5,10,1
"1521",171636,2,3115491,10070521,"400 E 6TH ST",0,1,0,1,0,2016-02-21,21,"Sun","Feb",2016,1,3,5,10,0
"1522",171009,8,3127054,10103954,"8912 N LAMAR BLVD",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,8,1
"1523",171010,4,3127054,10103954,"8912 N LAMAR BLVD",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,1,8,1
"1524",171629,2,3115491,10070521,"400 E 6TH ST",0,0,0,0,0,2016-02-21,21,"Sun","Feb",2016,1,3,5,10,0
"1525",171635,2,3115491,10070521,"400 E 6TH ST",0,1,0,1,0,2016-02-21,21,"Sun","Feb",2016,0,3,5,10,0
"1526",171637,2,3115491,10070521,"400 E 6TH ST",0,1,0,1,0,2016-02-21,21,"Sun","Feb",2016,1,3,5,10,0
"1527",156561,2,3114818,10070707,"200 E 6TH ST",1,1,0,0,0,2015-02-20,20,"Fri","Feb",2015,1,5,2,10,1
"1528",153732,8,3097367,10039523,"800 LATTERIDGE DR",0,1,0,0,0,2014-11-21,21,"Fri","Nov",2014,1,3,1,9,1
"1529",154003,8,3103640,10050800,"5112 S 1ST ST",0,1,0,0,0,NA,NA,NA,NA,NA,0,3,1,7,1
"1530",152141,6,3114567,10043869,"4700 E STASSNEY LN",0,0,0,0,0,NA,NA,NA,NA,NA,1,3,3,9,5
"1531",176957,12,3087596,10031823,"1812 TRUE CV",0,0,0,0,0,2016-11-25,25,"Fri","Nov",2016,1,3,1,9,1
"1532",153522,5,3136851,10086099,"6502 MANOR RD",0,0,0,0,0,2014-11-14,14,"Fri","Nov",2014,1,2,1,12,1
"1533",155540,3,3122407,10070706,"1100 BLOCK POQUITO ST",0,1,0,1,1,2015-01-28,28,"Wed","Jan",2015,1,2,1,6,1
"1534",166950,4,3123194,10111271,"1822 RUTLAND DR",0,1,0,1,1,2015-09-24,24,"Thu","Sep",2015,1,2,1,8,1
"1535",166951,3,3126001,10099441,"100 E WONSLEY DR",0,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,8,1
"1536",167123,4,3083634,10030329,"11108 MIDBURY CT",0,0,0,1,1,NA,NA,NA,NA,NA,1,5,2,9,1
"1537",171886,7,3123631,10068068,"2507 DIAZ ST",0,0,0,0,0,2016-02-28,28,"Sun","Feb",2016,1,3,1,6,1
"1538",171570,8,3116884,10070627,"715 E 8TH ST",0,1,0,0,0,2016-02-17,17,"Wed","Feb",2016,1,1,1,10,0
"1539",177352,13,3135495,10090840,"7303 GENEVA DR",0,0,0,0,0,2016-12-18,18,"Sun","Dec",2016,0,5,1,12,1
"1540",152142,11,3155182,10037719,"13000 LOFTON CLIFF DR",0,0,0,0,0,2014-09-22,22,"Mon","Sep",2014,1,2,1,11,1
"1541",160046,2,3119649,10102088,"1744 WOOTEN PARK DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1542",165021,3,3122413,10093232,"6419 AIRPORT BLVD",0,1,0,1,1,2015-08-16,16,"Sun","Aug",2015,0,2,1,12,1
"1543",174790,4,3094142,10145100,"14010 N US 183 HWY SVRD SB",0,1,0,0,0,2016-07-10,10,"Sun","Jul",2016,1,2,1,3,1
"1544",144228,9,3124318,10091299,"800 TIRADO ST",0,0,0,0,0,2014-02-27,27,"Thu","Feb",2014,0,5,4,12,4
"1545",167745,16,3125133,10090561,"6000 N IH 35 SB",1,1,0,1,1,2015-10-26,26,"Mon","Oct",2015,1,5,4,12,1
"1546",165243,2,3115886,10070835,"700 BLOCK NECHES ST",0,1,0,0,0,2015-08-24,24,"Mon","Aug",2015,1,2,1,10,1
"1547",150444,6,3123543,10073833,"1300 CEDAR AVE",0,1,0,1,1,2014-08-12,12,"Tue","Aug",2014,1,2,5,6,0
"1548",176053,4,3115951,10070759,"500 E 7TH ST",0,1,0,1,2,2016-09-24,24,"Sat","Sep",2016,1,2,5,10,1
"1549",147079,8,3133881,10054789,"E BEN WHITE BLVD WB / BASTROP NB TO BEN WHIT WB RAMP",0,0,0,0,0,2014-05-11,11,"Sun","May",2014,1,5,5,11,1
"1550",147080,11,3133881,10054789,"E BEN WHITE BLVD WB / BASTROP NB TO BEN WHIT WB RAMP",0,0,0,0,0,2014-05-11,11,"Sun","May",2014,1,5,5,11,1
"1551",151639,7,3101020,10048343,"5902 COUGAR DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,6,9,4
"1552",151039,6,3121399,10068233,"2011 E 6TH ST",1,1,0,1,1,2014-08-28,28,"Thu","Aug",2014,1,2,1,6,1
"1553",151063,3,3121399,10068233,"2011 E 6TH ST",1,1,0,0,0,2014-08-28,28,"Thu","Aug",2014,1,2,1,6,1
"1554",169305,12,3131674,10088998,"2004 CHATHAM PL",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1555",155089,6,3137814,10086769,"6700 MANOR RD",1,1,0,0,0,2015-01-21,21,"Wed","Jan",2015,1,3,6,12,4
"1556",155139,7,3137814,10086769,"6700 MANOR RD",1,1,0,0,0,2015-01-21,21,"Wed","Jan",2015,1,3,6,12,4
"1557",161884,16,3121609,10061635,"2401 S LAKESHORE BLVD",1,1,0,0,0,2015-05-29,29,"Fri","May",2015,1,3,6,11,0
"1558",169744,5,3121199,10056861,"2306 WICKERSHAM LN",1,1,0,0,0,2015-12-27,27,"Sun","Dec",2015,0,3,1,11,1
"1559",176813,8,3126653,10056035,"6106 KASPER ST",0,1,0,0,0,2016-11-12,12,"Sat","Nov",2016,1,3,1,11,1
"1560",161161,6,3129004,10071528,"1133 AIRPORT BLVD",0,1,0,1,2,NA,NA,NA,NA,NA,1,2,4,6,4
"1561",161361,18,3115491,10070521,"400 BLOCK E 6TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,5,10,1
"1562",161501,6,3120959,10059177,"2508 E RIVERSIDE DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,2,2,11,4
"1563",165241,12,3115886,10070835,"700 BLOCK NECHES ST",1,1,0,1,2,2015-08-24,24,"Mon","Aug",2015,1,2,1,10,1
"1564",165242,15,3115886,10070835,"700 BLOCK NECHES ST",0,1,0,0,0,2015-08-24,24,"Mon","Aug",2015,1,2,1,10,1
"1565",166989,8,3126001,10099441,"100 E WONSLEY DR",0,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,8,1
"1566",157124,11,3113237,10133393,"13017 EMMA LEE AVE",0,0,0,0,0,2014-11-21,21,"Fri","Nov",2014,1,5,3,3,0
"1567",168524,7,3095773,10045618,"6917 CHERRY MEADOW DR",0,1,0,0,0,2015-11-19,19,"Thu","Nov",2015,1,5,3,9,4
"1568",168528,7,3095773,10045618,"6917 CHERRY MEADOW DR",0,1,0,0,0,2015-11-19,19,"Thu","Nov",2015,1,5,6,9,4
"1569",170409,12,3112431,10100616,"3000 STONEWAY DR",0,1,0,1,0,2016-01-15,15,"Fri","Jan",2016,1,5,1,5,1
"1570",171564,3,3113611,10083851,"3520 N LAMAR BLVD",0,0,0,1,1,2016-02-16,16,"Tue","Feb",2016,1,5,1,5,1
"1571",145905,2,3130375,10104307,"600 BLOCK E RUNDBERG LN",0,1,0,1,2,NA,NA,NA,NA,NA,1,2,2,8,1
"1572",163525,5,3113385,10113288,"9511 RESEARCH BLVD NB",1,1,0,0,0,2015-07-16,16,"Thu","Jul",2015,1,5,1,3,1
"1573",163551,3,3113385,10113288,"9511 RESEARCH BLVD NB",1,1,0,0,0,2015-07-16,16,"Thu","Jul",2015,1,5,1,3,1
"1574",163561,5,3113385,10113288,"9511 RESEARCH BLVD NB",0,1,0,0,0,2015-07-16,16,"Thu","Jul",2015,1,5,1,3,1
"1575",165401,8,3130785,10122809,"12429 SCOFIELD FARMS DR",0,0,0,0,0,2015-08-25,25,"Tue","Aug",2015,1,2,5,8,1
"1576",150783,9,3091112,10145622,"S LAKELINE BLVD / RIDGELINE BLVD",1,1,0,0,0,2014-08-23,23,"Sat","Aug",2014,1,5,1,3,2
"1577",152499,11,3116099,10098459,"2100 MUROC ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,12,1
"1578",176060,3,3127684,10099283,"600 E POWELL LN",0,1,0,0,0,2016-09-26,26,"Mon","Sep",2016,1,5,1,8,1
"1579",176061,17,3127684,10099283,"600 E POWELL LN",1,1,0,0,0,2016-09-26,26,"Mon","Sep",2016,1,5,1,8,0
"1580",176068,3,3127684,10099283,"600 E POWELL LN",0,1,0,0,0,2016-09-26,26,"Mon","Sep",2016,1,5,1,8,1
"1581",148160,4,3118384,10105146,"2200 OHLEN RD",0,1,0,0,0,NA,NA,NA,NA,NA,0,3,1,12,1
"1582",156401,2,3126726,10105552,"9202 QUAIL CV",0,1,0,0,0,2015-02-17,17,"Tue","Feb",2015,1,3,1,8,1
"1583",169730,4,3121199,10056861,"2306 WICKERSHAM LN",0,1,0,0,0,2015-12-27,27,"Sun","Dec",2015,0,3,1,11,1
"1584",171845,16,3116313,10042247,"5501 BRADFORD PEAR LN",0,0,0,1,1,2016-02-25,25,"Thu","Feb",2016,1,3,1,9,1
"1585",166601,3,3120959,10059177,"2508 E RIVERSIDE DR",0,0,0,0,0,2015-09-21,21,"Mon","Sep",2015,1,2,2,11,1
"1586",152483,15,3116099,10098459,"2100 MUROC ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,12,1
"1587",176728,4,3103245,10045635,"6207 WAYCROSS DR",0,0,0,0,0,2016-11-10,10,"Thu","Nov",2016,1,3,1,9,1
"1588",163482,5,3125849,10100122,"137 W POWELL LN",0,1,0,0,0,2015-07-14,14,"Tue","Jul",2015,0,5,2,8,5
"1589",163483,9,3125849,10100122,"137 W POWELL LN",0,1,0,0,0,2015-07-14,14,"Tue","Jul",2015,0,5,2,8,5
"1590",163501,3,3125849,10100122,"137 W POWELL LN",0,1,0,0,0,2015-07-14,14,"Tue","Jul",2015,0,5,2,8,1
"1591",164726,3,3100776,10047879,"900 SAHARA AVE",0,1,0,0,0,2015-08-12,12,"Wed","Aug",2015,1,5,1,9,1
"1592",175031,12,3118304,10057063,"2222 E OLTORF ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,11,1
"1593",149629,4,3120652,10093724,"6309 BURNS ST",1,0,0,0,0,2014-07-18,18,"Fri","Jul",2014,1,2,1,12,1
"1594",142331,1,3137814,10086769,"6700 MANOR RD",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1595",146086,3,3115952,10070759,"500 E 7TH ST",0,0,0,0,0,2014-04-10,10,"Thu","Apr",2014,0,2,1,10,1
"1596",146087,6,3115952,10070759,"500 E 7TH ST",1,0,0,0,0,2014-04-10,10,"Thu","Apr",2014,0,2,1,10,1
"1597",146004,6,3115952,10070759,"500 E 7TH ST",0,0,0,0,0,2014-04-10,10,"Thu","Apr",2014,0,2,1,10,1
"1598",146044,14,3115952,10070759,"500 E 7TH ST",0,0,0,0,0,2014-04-10,10,"Thu","Apr",2014,0,2,1,10,0
"1599",177112,5,3125897,10072042,"3500 WEBBERVILLE RD",0,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,6,1
"1600",176590,0,3097768,10143910,"NORTH LAKE CREEK PKWY / N FM 620 RD NB",0,0,0,0,0,2016-10-29,29,"Sat","Oct",2016,0,5,5,3,1
"1601",161054,8,3121609,10061635,"2401 S LAKESHORE BLVD",1,1,0,1,7,2015-05-29,29,"Fri","May",2015,1,3,3,11,0
"1602",145829,5,3124905,10087486,"5401 N IH 35 SVRD NB",1,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1603",175124,4,3127650,10106327,"9414 N LAMAR BLVD",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,2,8,1
"1604",146871,1,3129767,10087964,"1608 BRIARCLIFF BLVD",0,1,0,1,1,2014-05-11,11,"Sun","May",2014,0,2,1,12,1
"1605",142321,11,3120218,10093832,"721 LAMAR PL",0,0,0,0,0,2014-01-11,11,"Sat","Jan",2014,0,5,1,12,1
"1606",149813,3,3125992,10115844,"11407 PTARMIGAN DR",0,0,0,0,0,2014-07-26,26,"Sat","Jul",2014,1,3,1,8,1
"1607",145268,12,3110721,10045106,"5500 PONCIANA DR",0,0,0,0,0,2014-03-22,22,"Sat","Mar",2014,1,3,1,9,1
"1608",164567,3,3129612,10103726,"409 MIDDLE LN",0,1,0,0,0,2015-08-10,10,"Mon","Aug",2015,0,3,1,8,1
"1609",176086,2,3115840,10070419,"500 BLOCK E 6TH ST",0,0,0,0,0,2016-09-25,25,"Sun","Sep",2016,1,3,5,10,0
"1610",157861,1,3097618,10136061,"ANDERSON MILL RD / N US 183 HWY SVRD SB",0,0,0,0,0,2015-03-24,24,"Tue","Mar",2015,0,2,2,3,1
"1611",158461,13,3115952,10070759,"500 BLOCK E 7TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,10,0
"1612",172984,4,3110094,10071691,"500 BAYLOR ST",1,1,0,0,0,2016-03-24,24,"Thu","Mar",2016,1,2,1,5,1
"1613",143929,1,3105186,10147936,"9400 W PARMER LN",0,1,0,0,0,2014-02-18,18,"Tue","Feb",2014,0,5,1,3,1
"1614",156282,5,3118093,10090507,"5400 N LAMAR BLVD",0,1,0,0,0,2015-02-13,13,"Fri","Feb",2015,0,5,1,12,1
"1615",160164,2,3086228,10050587,"3610 BANNOCKBURN DR",0,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,7,1
"1616",160246,5,3086228,10050587,"3610 BANNOCKBURN DR",0,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,7,0
"1617",164361,4,3124421,10090196,"909 E KOENIG LN SVRD EB",0,1,0,0,0,NA,NA,NA,NA,NA,1,5,1,12,1
"1618",174106,10,3115730,10070453,"422 E 6TH ST",0,0,0,0,0,2016-05-22,22,"Sun","May",2016,1,5,2,10,0
"1619",174130,18,3115730,10070453,"422 E 6TH ST",0,0,0,1,1,2016-05-22,22,"Sun","May",2016,1,5,1,10,0
"1620",175924,6,3085873,10055712,"4201 MONTEREY OAKS BLVD",0,1,0,1,0,2016-09-14,14,"Wed","Sep",2016,1,5,1,7,1
"1621",168168,9,3113640,10080002,"700 W 28TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,0,5,5,1
"1622",162241,7,3125095,10087249,"5345 N IH 35 SVRD NB",0,0,0,1,1,2015-06-23,23,"Tue","Jun",2015,1,3,4,12,5
"1623",153144,5,3130502,10072575,"SARA DR / SPRINGDALE RD",1,1,0,0,0,2014-10-30,30,"Thu","Oct",2014,1,2,2,6,1
"1624",153345,10,3130502,10072575,"SARA DR / SPRINGDALE RD",0,1,0,0,0,2014-10-30,30,"Thu","Oct",2014,1,2,2,6,1
"1625",160061,14,3119649,10102088,"1744 WOOTEN PARK DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1626",148004,2,3110518,10052730,"710 E BEN WHITE BLVD EB",1,1,0,1,2,NA,NA,NA,NA,NA,1,3,5,7,1
"1627",166843,5,3119889,10055969,"4404 E OLTORF ST",0,1,0,0,0,2015-09-27,27,"Sun","Sep",2015,1,3,1,11,1
"1628",174706,8,3089371,10057773,"5017 W US 290 HWY SVRD EB",0,0,0,0,0,NA,NA,NA,NA,NA,0,2,1,7,1
"1629",173687,12,3104877,10053014,"4500 BLOCK S 1ST ST",0,1,0,1,1,2016-04-25,25,"Mon","Apr",2016,1,2,1,7,1
"1630",161584,0,3122588,10105986,"1600 PAYTON GIN RD",0,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,8,1
"1631",174995,9,3129996,10096983,"1030 NORWOOD PARK BLVD",0,1,0,1,1,2016-07-29,29,"Fri","Jul",2016,1,2,5,12,1
"1632",156202,15,3118093,10090507,"5400 N LAMAR BLVD",0,1,0,0,0,2015-02-13,13,"Fri","Feb",2015,0,5,1,12,1
"1633",168411,12,3133301,10121814,"12430 N LAMAR BLVD",0,0,0,0,0,2015-11-15,15,"Sun","Nov",2015,1,5,1,8,1
"1634",149941,0,3125517,10107466,"9410 GROUSE MEADOW LN",0,1,0,0,0,2014-07-23,23,"Wed","Jul",2014,1,3,1,8,1
"1635",157130,9,3127828,10118638,"11936 BITTERN HOLW",0,1,0,1,1,NA,NA,NA,NA,NA,1,5,1,8,1
"1636",154485,2,3126917,10092709,"ATKINSON RD / CARVER AVE",0,1,0,0,0,2014-12-28,28,"Sun","Dec",2014,1,3,4,12,1
"1637",154500,2,3126917,10092709,"ATKINSON RD / CARVER AVE",0,1,0,0,0,2014-12-28,28,"Sun","Dec",2014,1,3,4,12,1
"1638",146240,11,3117293,10110324,"9100 WATERFORD CENTRE BLVD",0,1,0,1,1,2014-04-16,16,"Wed","Apr",2014,1,3,3,3,2
"1639",175072,5,3097629,10147812,"13800 LYNDHURST ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,5,3,1
"1640",173686,4,3104877,10053014,"4500 BLOCK S 1ST ST",0,1,0,0,0,2016-04-25,25,"Mon","Apr",2016,1,2,1,7,1
"1641",154822,2,3100255,10053763,"4708 ENCHANTED LN",0,1,0,0,0,NA,NA,NA,NA,NA,0,5,1,7,1
"1642",165391,8,3095023,10035975,"815 W SLAUGHTER LN",0,0,0,0,0,2015-08-27,27,"Thu","Aug",2015,1,5,1,9,1
"1643",174645,14,3121866,10066438,"100 BLOCK MILDRED ST",1,1,0,0,0,2016-06-24,24,"Fri","Jun",2016,1,5,1,6,1
"1644",174646,6,3121866,10066438,"100 BLOCK MILDRED ST",1,1,0,0,0,2016-06-24,24,"Fri","Jun",2016,1,5,1,6,1
"1645",160963,7,3149548,10081091,"6801 WENTWORTH DR",0,1,0,0,0,2015-05-27,27,"Wed","May",2015,1,2,2,6,1
"1646",173183,1,3098744,10144151,"13415 N FM 620 RD NB",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,3,1
"1647",173275,1,3098744,10144151,"13415 N FM 620 RD NB",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,3,1
"1648",149223,14,3132082,10103006,"1007 E RUNDBERG LN",0,1,0,1,2,2014-06-29,29,"Sun","Jun",2014,1,5,1,8,1
"1649",173044,0,3126341,10089763,"1034 CLAYTON LN",0,1,0,0,0,2016-03-28,28,"Mon","Mar",2016,1,2,1,12,1
"1650",173124,1,3126341,10089763,"1034 CLAYTON LN",0,1,0,0,0,2016-03-28,28,"Mon","Mar",2016,1,2,1,12,1
"1651",177024,10,3129996,10096983,"1030 NORWOOD PARK BLVD",0,1,0,1,2,2016-11-26,26,"Sat","Nov",2016,1,5,2,12,1
"1652",159381,9,3117601,10043881,"4906 DOVE CREEK CV",0,1,0,1,2,2015-04-26,26,"Sun","Apr",2015,1,2,1,9,1
"1653",176726,0,3125111,10125479,"12407 N MOPAC EXPY SVRD NB",0,0,0,0,0,NA,NA,NA,NA,NA,0,5,1,3,1
"1654",160182,11,3114212,10070908,"600 BLOCK CONGRESS AVE",1,0,0,0,0,2015-05-10,10,"Sun","May",2015,1,3,1,10,1
"1655",152586,6,3137491,10086719,"3501 LOYOLA LN",0,1,0,0,0,2014-10-11,11,"Sat","Oct",2014,0,3,1,12,1
"1656",175388,20,NA,NA,"919 E 32ST ST",0,0,0,0,0,2016-08-22,22,"Mon","Aug",2016,1,2,1,1,1
"1657",154823,1,3100255,10053763,"4708 ENCHANTED LN",0,1,0,0,0,NA,NA,NA,NA,NA,0,5,1,7,1
"1658",177130,15,3116096,10070500,"519 E 7TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,10,0
"1659",177144,9,3116096,10070500,"519 E 7TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,10,0
"1660",177145,19,3116096,10070500,"519 E 7TH ST",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,5,10,0
"1661",176928,19,3126931,10101836,"200 BLOCK BEAVER ST",0,0,0,0,0,2016-11-19,19,"Sat","Nov",2016,1,3,1,8,1
"1662",160047,10,3119649,10102088,"1744 WOOTEN PARK DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,12,1
"1663",160943,2,3149548,10081091,"6801 WENTWORTH DR",0,1,0,0,0,2015-05-27,27,"Wed","May",2015,1,2,2,6,1
"1664",175064,1,3118110,10074659,"N IH 35 SVRD SB / E MARTIN LUTHER KING JR BLVD",0,0,0,0,0,2016-07-31,31,"Sun","Jul",2016,1,2,1,5,1
"1665",172877,2,3104864,10055682,"901 W BEN WHITE BLVD SVRD EB",0,1,0,0,0,2016-03-23,23,"Wed","Mar",2016,0,5,1,7,1
"1666",147019,5,3116208,10070556,"E 7TH ST / RED RIVER ST",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,5,10,1
"1667",148179,8,3132337,10088232,"BRISTOL DR / HANEY DR",0,1,0,1,1,NA,NA,NA,NA,NA,1,3,5,12,5
"1668",146219,12,3117293,10110324,"9100 WATERFORD CENTRE BLVD",0,0,0,0,0,2014-04-16,16,"Wed","Apr",2014,1,3,3,3,2
"1669",152619,8,3137491,10086719,"3501 LOYOLA LN",0,0,0,0,0,2014-10-11,11,"Sat","Oct",2014,0,3,1,12,0
"1670",170624,7,3086865,10036016,"10102 GAIL RD",0,0,0,0,0,2016-01-12,12,"Tue","Jan",2016,1,3,1,9,4
"1671",172351,3,3114635,10046062,"4901 SCARSDALE DR",1,1,0,1,1,2016-03-12,12,"Sat","Mar",2016,1,3,1,9,1
"1672",145568,1,3143881,10083158,"LOYOLA LN / JOHNNY MORRIS RD",0,0,0,0,0,2014-03-29,29,"Sat","Mar",2014,1,2,1,6,1
"1673",147101,1,3103749,10131290,"12860 N US 183 HWY SB",0,1,0,0,0,2014-05-13,13,"Tue","May",2014,1,2,1,3,1
"1674",153563,10,3115952,10070759,"500 BLOCK E 7TH ST",0,0,0,1,1,2014-11-16,16,"Sun","Nov",2014,1,2,1,10,1
"1675",154939,1,3131459,10064305,"LEVANDER LOOP / ED BLUESTEIN BLVD NB",1,1,0,1,3,2015-01-12,12,"Mon","Jan",2015,1,2,5,6,1
"1676",154940,1,3131459,10064305,"LEVANDER LOOP / ED BLUESTEIN BLVD NB",1,1,0,1,0,2015-01-12,12,"Mon","Jan",2015,1,2,5,6,1
"1677",166567,8,3102130,10021120,"4702 INDIAN WELLS DR",0,0,0,0,0,2015-09-20,20,"Sun","Sep",2015,0,5,1,9,1
"1678",155091,1,3114598,10079809,"2711 GUADALUPE ST",0,0,0,0,0,2015-01-21,21,"Wed","Jan",2015,1,3,1,5,1
"1679",142535,16,3110719,10052849,"710 E BEN WHITE BLVD SVRD WB",0,0,0,1,1,2014-01-16,16,"Thu","Jan",2014,1,5,5,7,0
"1680",159366,5,3117981,10042547,"5300 JIMMY CLAY DR",0,1,0,1,2,2015-04-25,25,"Sat","Apr",2015,1,3,1,9,1
"1681",154362,1,3124327,10099386,"600 W ANDERSON LN WB",0,0,0,0,0,2014-12-24,24,"Wed","Dec",2014,0,2,1,12,0
"1682",161602,5,3126956,10055640,"6214 E RIVERSIDE DR",1,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,11,1
"1683",152772,4,3145633,10080685,"6209 PERLITA DR",0,0,0,0,0,2014-10-21,21,"Tue","Oct",2014,1,2,1,6,1
"1684",170331,3,3117389,10057471,"1936 E OLTORF ST",0,1,0,1,1,2016-01-12,12,"Tue","Jan",2016,1,3,1,11,1
"1685",176387,5,3116482,10057744,"2301 PARKER LN",0,1,0,1,1,2016-10-12,12,"Wed","Oct",2016,1,3,1,11,1
"1686",174028,11,3115770,10072128,"309 E 11TH ST",0,0,0,1,1,2016-05-16,16,"Mon","May",2016,1,3,1,10,0
"1687",171501,1,3132359,10082444,"5212 OVERBROOK DR",0,0,0,0,0,2016-02-17,17,"Wed","Feb",2016,1,2,1,12,1
"1688",155092,3,3114598,10079809,"2711 GUADALUPE ST",0,0,0,0,0,2015-01-21,21,"Wed","Jan",2015,1,3,1,5,1
"1689",148781,3,3136868,10134636,"14910 FM 1825 RD",0,1,0,0,0,2014-06-21,21,"Sat","Jun",2014,1,5,1,8,1
"1690",142335,7,3120218,10093832,"721 LAMAR PL",0,1,0,1,1,2014-01-11,11,"Sat","Jan",2014,0,5,1,12,1
"1691",168370,1,3133301,10121814,"12430 N LAMAR BLVD",0,1,0,1,1,2015-11-15,15,"Sun","Nov",2015,1,5,1,8,1
"1692",172003,1,3133640,10090689,"7224 NORTHEAST DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,12,1
"1693",172244,2,3133640,10090689,"7224 NORTHEAST DR",0,1,0,0,0,NA,NA,NA,NA,NA,1,3,1,12,1
"1694",174009,10,3115770,10072128,"309 E 11TH ST",0,0,0,1,1,2016-05-16,16,"Mon","May",2016,1,3,1,10,0
"1695",154672,0,3129997,10096983,"1030 NORWOOD PARK BLVD",0,1,0,0,0,2014-12-31,31,"Wed","Dec",2014,1,2,1,12,1
"1696",169413,1,3133263,10083200,"2903 NORWICH CV",1,1,0,1,1,2015-12-12,12,"Sat","Dec",2015,1,2,1,12,1
"1697",170191,1,3133263,10083200,"2903 NORWICH CV",0,0,0,0,0,2015-12-12,12,"Sat","Dec",2015,0,2,1,12,1
"1698",169625,14,3118763,10061943,"1800 E RIVERSIDE DR",0,1,0,0,0,2015-12-19,19,"Sat","Dec",2015,1,2,1,11,1
"1699",172975,14,3115843,10070697,"700 NECHES ST",1,0,0,0,0,2016-03-31,31,"Thu","Mar",2016,1,2,5,10,0
"1700",172977,8,3115843,10070697,"700 NECHES ST",0,0,0,0,0,2016-03-31,31,"Thu","Mar",2016,1,2,5,10,0
"1701",176648,4,3118901,10055324,"2702 S PLEASANT VALLEY RD",0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,11,1
"1702",162829,10,3124317,10109996,"9814 OAK RUN DR",0,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,8,1
"1703",169588,3,3118763,10061943,"1800 E RIVERSIDE DR",0,1,0,0,0,2015-12-19,19,"Sat","Dec",2015,1,2,4,11,1
"1704",176207,0,3125612,10092697,"6411 BLOCK N IH 35 SVRD NB",0,1,0,1,1,NA,NA,NA,NA,NA,1,5,1,12,0
"1705",152259,20,3117175,10070192,"619 N IH 35 SVRD NB",0,0,0,0,0,2014-09-25,25,"Thu","Sep",2014,1,2,1,10,1
"1706",167367,5,3130774,10076838,"1803 J J SEABROOK DR",0,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,6,4
"1707",160127,3,3104457,10058994,"3305 DOLPHIN DR",0,0,0,0,0,2015-05-10,10,"Sun","May",2015,0,2,1,7,1
"1708",168224,10,3128079,10105458,"9325 N LAMAR BLVD",0,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,8,1
"1709",153279,3,3135499,10121166,"500 CANYON RIDGE DR",0,0,0,0,0,NA,NA,NA,NA,NA,1,5,1,8,1
"1710",149063,9,3114637,10102548,"7606 SILVERPLUME CIR",0,1,0,1,1,2014-06-29,29,"Sun","Jun",2014,1,5,1,5,0
"1711",174088,3,3115045,10070229,"300 E 5TH ST",0,0,0,0,0,2016-05-23,23,"Mon","May",2016,1,5,1,10,0
"1712",176604,1,3097768,10143910,"NORTH LAKE CREEK PKWY / N FM 620 RD NB",0,0,0,0,0,2016-10-29,29,"Sat","Oct",2016,0,5,5,3,1
